organism_full,std_status,std_tested_list,std_missing_list,count
Pseudomonas aeruginosa ,Missing 2,"Aminoglycosides, Carbapenems, Cephalosporins, Î²-lactam combination agents","Fluoroquinolones, Lipopeptides",8994.0
Pseudomonas aeruginosa ,Missing 2,"Aminoglycosides, Carbapenems, Fluoroquinolones, Î²-lactam combination agents","Cephalosporins, Lipopeptides",7831.0
Pseudomonas aeruginosa ,Missing 2,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Î²-lactam combination agents","Carbapenems, Lipopeptides",4009.0
Pseudomonas aeruginosa ,Missing 2,"Aminoglycosides, Fluoroquinolones, Lipopeptides, Î²-lactam combination agents","Carbapenems, Cephalosporins",767.0
Pseudomonas aeruginosa ,Missing 2,"Aminoglycosides, Carbapenems, Fluoroquinolones, Lipopeptides","Cephalosporins, Î²-lactam combination agents",643.0
Pseudomonas aeruginosa ,Missing 2,"Carbapenems, Fluoroquinolones, Lipopeptides, Î²-lactam combination agents","Aminoglycosides, Cephalosporins",318.0
Pseudomonas aeruginosa ,Missing 2,"Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides","Aminoglycosides, Î²-lactam combination agents",250.0
Pseudomonas aeruginosa ,Missing 2,"Aminoglycosides, Carbapenems, Lipopeptides, Î²-lactam combination agents","Cephalosporins, Fluoroquinolones",247.0
Pseudomonas aeruginosa ,Missing 2,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Lipopeptides","Carbapenems, Î²-lactam combination agents",91.0
Pseudomonas aeruginosa ,Missing 2,"Cephalosporins, Fluoroquinolones, Lipopeptides, Î²-lactam combination agents","Aminoglycosides, Carbapenems",77.0
Pseudomonas aeruginosa ,Missing 2,"Aminoglycosides, Cephalosporins, Lipopeptides, Î²-lactam combination agents","Carbapenems, Fluoroquinolones",65.0
Pseudomonas aeruginosa ,Missing 2,"Aminoglycosides, Carbapenems, Cephalosporins, Lipopeptides","Fluoroquinolones, Î²-lactam combination agents",41.0
Pseudomonas aeruginosa ,Missing 2,"Carbapenems, Cephalosporins, Lipopeptides, Î²-lactam combination agents","Aminoglycosides, Fluoroquinolones",22.0
Pseudomonas aeruginosa ,Missing 3,"Carbapenems, Fluoroquinolones, Î²-lactam combination agents","Aminoglycosides, Cephalosporins, Lipopeptides",3937.0
Pseudomonas aeruginosa ,Missing 3,"Aminoglycosides, Cephalosporins, Fluoroquinolones","Carbapenems, Lipopeptides, Î²-lactam combination agents",2747.0
Pseudomonas aeruginosa ,Missing 3,"Carbapenems, Cephalosporins, Fluoroquinolones","Aminoglycosides, Lipopeptides, Î²-lactam combination agents",1687.0
Pseudomonas aeruginosa ,Missing 3,"Aminoglycosides, Fluoroquinolones, Î²-lactam combination agents","Carbapenems, Cephalosporins, Lipopeptides",1529.0
Pseudomonas aeruginosa ,Missing 3,"Aminoglycosides, Carbapenems, Î²-lactam combination agents","Cephalosporins, Fluoroquinolones, Lipopeptides",1445.0
Pseudomonas aeruginosa ,Missing 3,"Aminoglycosides, Carbapenems, Cephalosporins","Fluoroquinolones, Lipopeptides, Î²-lactam combination agents",1369.0
Pseudomonas aeruginosa ,Missing 3,"Aminoglycosides, Carbapenems, Fluoroquinolones","Cephalosporins, Lipopeptides, Î²-lactam combination agents",905.0
Pseudomonas aeruginosa ,Missing 3,"Cephalosporins, Fluoroquinolones, Î²-lactam combination agents","Aminoglycosides, Carbapenems, Lipopeptides",841.0
Pseudomonas aeruginosa ,Missing 3,"Carbapenems, Cephalosporins, Î²-lactam combination agents","Aminoglycosides, Fluoroquinolones, Lipopeptides",777.0
Pseudomonas aeruginosa ,Missing 3,"Aminoglycosides, Cephalosporins, Î²-lactam combination agents","Carbapenems, Fluoroquinolones, Lipopeptides",510.0
Pseudomonas aeruginosa ,Missing 3,"Carbapenems, Fluoroquinolones, Lipopeptides","Aminoglycosides, Cephalosporins, Î²-lactam combination agents",352.0
Pseudomonas aeruginosa ,Missing 3,"Fluoroquinolones, Lipopeptides, Î²-lactam combination agents","Aminoglycosides, Carbapenems, Cephalosporins",98.0
Pseudomonas aeruginosa ,Missing 3,"Aminoglycosides, Fluoroquinolones, Lipopeptides","Carbapenems, Cephalosporins, Î²-lactam combination agents",97.0
Pseudomonas aeruginosa ,Missing 3,"Aminoglycosides, Carbapenems, Lipopeptides","Cephalosporins, Fluoroquinolones, Î²-lactam combination agents",28.0
Pseudomonas aeruginosa ,Missing 3,"Cephalosporins, Fluoroquinolones, Lipopeptides","Aminoglycosides, Carbapenems, Î²-lactam combination agents",24.0
Pseudomonas aeruginosa ,Missing 3,"Aminoglycosides, Cephalosporins, Lipopeptides","Carbapenems, Fluoroquinolones, Î²-lactam combination agents",19.0
Pseudomonas aeruginosa ,Missing 3,"Aminoglycosides, Lipopeptides, Î²-lactam combination agents","Carbapenems, Cephalosporins, Fluoroquinolones",17.0
Pseudomonas aeruginosa ,Missing 3,"Carbapenems, Lipopeptides, Î²-lactam combination agents","Aminoglycosides, Cephalosporins, Fluoroquinolones",12.0
Pseudomonas aeruginosa ,Missing 3,"Carbapenems, Cephalosporins, Lipopeptides","Aminoglycosides, Fluoroquinolones, Î²-lactam combination agents",11.0
Pseudomonas aeruginosa ,Missing 3,"Cephalosporins, Lipopeptides, Î²-lactam combination agents","Aminoglycosides, Carbapenems, Fluoroquinolones",8.0
Pseudomonas aeruginosa ,Missing 4,"Fluoroquinolones, Î²-lactam combination agents","Aminoglycosides, Carbapenems, Cephalosporins, Lipopeptides",1638.0
Pseudomonas aeruginosa ,Missing 4,"Carbapenems, Î²-lactam combination agents","Aminoglycosides, Cephalosporins, Fluoroquinolones, Lipopeptides",949.0
Pseudomonas aeruginosa ,Missing 4,"Cephalosporins, Fluoroquinolones","Aminoglycosides, Carbapenems, Lipopeptides, Î²-lactam combination agents",647.0
Pseudomonas aeruginosa ,Missing 4,"Carbapenems, Cephalosporins","Aminoglycosides, Fluoroquinolones, Lipopeptides, Î²-lactam combination agents",606.0
Pseudomonas aeruginosa ,Missing 4,"Carbapenems, Fluoroquinolones","Aminoglycosides, Cephalosporins, Lipopeptides, Î²-lactam combination agents",483.0
Pseudomonas aeruginosa ,Missing 4,"Fluoroquinolones, Lipopeptides","Aminoglycosides, Carbapenems, Cephalosporins, Î²-lactam combination agents",433.0
Pseudomonas aeruginosa ,Missing 4,"Aminoglycosides, Lipopeptides","Carbapenems, Cephalosporins, Fluoroquinolones, Î²-lactam combination agents",317.0
Pseudomonas aeruginosa ,Missing 4,"Aminoglycosides, Cephalosporins","Carbapenems, Fluoroquinolones, Lipopeptides, Î²-lactam combination agents",258.0
Pseudomonas aeruginosa ,Missing 4,"Cephalosporins, Î²-lactam combination agents","Aminoglycosides, Carbapenems, Fluoroquinolones, Lipopeptides",230.0
Pseudomonas aeruginosa ,Missing 4,"Aminoglycosides, Fluoroquinolones","Carbapenems, Cephalosporins, Lipopeptides, Î²-lactam combination agents",192.0
Pseudomonas aeruginosa ,Missing 4,"Aminoglycosides, Î²-lactam combination agents","Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides",179.0
Pseudomonas aeruginosa ,Missing 4,"Aminoglycosides, Carbapenems","Cephalosporins, Fluoroquinolones, Lipopeptides, Î²-lactam combination agents",103.0
Pseudomonas aeruginosa ,Missing 4,"Carbapenems, Lipopeptides","Aminoglycosides, Cephalosporins, Fluoroquinolones, Î²-lactam combination agents",20.0
Pseudomonas aeruginosa ,Missing 4,"Cephalosporins, Lipopeptides","Aminoglycosides, Carbapenems, Fluoroquinolones, Î²-lactam combination agents",9.0
Pseudomonas aeruginosa ,Missing 4,"Lipopeptides, Î²-lactam combination agents","Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones",3.0
Pseudomonas aeruginosa ,Missing 5,Î²-lactam combination agents,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides",1447.0
Pseudomonas aeruginosa ,Missing 5,Aminoglycosides,"Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Î²-lactam combination agents",1212.0
Pseudomonas aeruginosa ,Missing 5,Cephalosporins,"Aminoglycosides, Carbapenems, Fluoroquinolones, Lipopeptides, Î²-lactam combination agents",379.0
Pseudomonas aeruginosa ,Missing 5,Carbapenems,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Lipopeptides, Î²-lactam combination agents",217.0
Pseudomonas aeruginosa ,Missing 5,Fluoroquinolones,"Aminoglycosides, Carbapenems, Cephalosporins, Lipopeptides, Î²-lactam combination agents",176.0
Pseudomonas aeruginosa ,Missing 5,Lipopeptides,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Î²-lactam combination agents",38.0
Pseudomonas aeruginosa ,Missing 6,,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Î²-lactam combination agents",2941.0
Serratia marcescens,Missing 1,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents",Penicillins,449.0
Serratia marcescens,Missing 1,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Penicillins, Î²-lactam combination agents",Folate pathway antagonists,201.0
Serratia marcescens,Missing 1,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",Fluoroquinolones,174.0
Serratia marcescens,Missing 1,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",Aminoglycosides,37.0
Serratia marcescens,Missing 1,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",Carbapenems,3.0
Serratia marcescens,Missing 2,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Î²-lactam combination agents","Lipopeptides, Penicillins",2787.0
Serratia marcescens,Missing 2,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Î²-lactam combination agents","Folate pathway antagonists, Penicillins",827.0
Serratia marcescens,Missing 2,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, Î²-lactam combination agents","Folate pathway antagonists, Lipopeptides",696.0
Serratia marcescens,Missing 2,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Î²-lactam combination agents","Carbapenems, Lipopeptides",302.0
Serratia marcescens,Missing 2,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, Î²-lactam combination agents","Fluoroquinolones, Lipopeptides",236.0
Serratia marcescens,Missing 2,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins","Lipopeptides, Î²-lactam combination agents",56.0
Serratia marcescens,Missing 2,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Î²-lactam combination agents","Aminoglycosides, Lipopeptides",52.0
Serratia marcescens,Missing 2,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides","Penicillins, Î²-lactam combination agents",34.0
Serratia marcescens,Missing 2,"Aminoglycosides, Carbapenems, Cephalosporins, Lipopeptides, Penicillins, Î²-lactam combination agents","Fluoroquinolones, Folate pathway antagonists",16.0
Serratia marcescens,Missing 2,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents","Fluoroquinolones, Penicillins",14.0
Serratia marcescens,Missing 2,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents","Aminoglycosides, Penicillins",9.0
Serratia marcescens,Missing 2,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Penicillins","Folate pathway antagonists, Î²-lactam combination agents",1.0
Serratia marcescens,Missing 2,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents","Cephalosporins, Penicillins",1.0
Serratia marcescens,Missing 2,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Penicillins, Î²-lactam combination agents","Cephalosporins, Lipopeptides",1.0
Serratia marcescens,Missing 2,"Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Penicillins, Î²-lactam combination agents","Aminoglycosides, Folate pathway antagonists",1.0
Serratia marcescens,Missing 2,"Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents","Aminoglycosides, Fluoroquinolones",1.0
Serratia marcescens,Missing 3,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Î²-lactam combination agents","Folate pathway antagonists, Lipopeptides, Penicillins",988.0
Serratia marcescens,Missing 3,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Î²-lactam combination agents","Fluoroquinolones, Lipopeptides, Penicillins",367.0
Serratia marcescens,Missing 3,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists","Lipopeptides, Penicillins, Î²-lactam combination agents",199.0
Serratia marcescens,Missing 3,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins","Carbapenems, Lipopeptides, Î²-lactam combination agents",171.0
Serratia marcescens,Missing 3,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides","Folate pathway antagonists, Penicillins, Î²-lactam combination agents",168.0
Serratia marcescens,Missing 3,"Aminoglycosides, Carbapenems, Cephalosporins, Penicillins, Î²-lactam combination agents","Fluoroquinolones, Folate pathway antagonists, Lipopeptides",75.0
Serratia marcescens,Missing 3,"Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents","Aminoglycosides, Fluoroquinolones, Penicillins",66.0
Serratia marcescens,Missing 3,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Î²-lactam combination agents","Carbapenems, Lipopeptides, Penicillins",45.0
Serratia marcescens,Missing 3,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Î²-lactam combination agents","Aminoglycosides, Lipopeptides, Penicillins",44.0
Serratia marcescens,Missing 3,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Penicillins, Î²-lactam combination agents","Carbapenems, Fluoroquinolones, Lipopeptides",31.0
Serratia marcescens,Missing 3,"Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Î²-lactam combination agents","Aminoglycosides, Folate pathway antagonists, Penicillins",17.0
Serratia marcescens,Missing 3,"Aminoglycosides, Carbapenems, Cephalosporins, Lipopeptides, Penicillins","Fluoroquinolones, Folate pathway antagonists, Î²-lactam combination agents",13.0
Serratia marcescens,Missing 3,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins","Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents",12.0
Serratia marcescens,Missing 3,"Aminoglycosides, Carbapenems, Cephalosporins, Lipopeptides, Î²-lactam combination agents","Fluoroquinolones, Folate pathway antagonists, Penicillins",10.0
Serratia marcescens,Missing 3,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins","Fluoroquinolones, Lipopeptides, Î²-lactam combination agents",6.0
Serratia marcescens,Missing 3,"Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, Î²-lactam combination agents","Aminoglycosides, Folate pathway antagonists, Lipopeptides",5.0
Serratia marcescens,Missing 3,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Î²-lactam combination agents","Cephalosporins, Lipopeptides, Penicillins",4.0
Serratia marcescens,Missing 3,"Aminoglycosides, Carbapenems, Fluoroquinolones, Lipopeptides, Î²-lactam combination agents","Cephalosporins, Folate pathway antagonists, Penicillins",4.0
Serratia marcescens,Missing 3,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Lipopeptides, Î²-lactam combination agents","Carbapenems, Folate pathway antagonists, Penicillins",4.0
Serratia marcescens,Missing 3,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Penicillins, Î²-lactam combination agents","Carbapenems, Folate pathway antagonists, Lipopeptides",3.0
Serratia marcescens,Missing 3,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Î²-lactam combination agents","Aminoglycosides, Carbapenems, Lipopeptides",3.0
Serratia marcescens,Missing 3,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins","Aminoglycosides, Lipopeptides, Î²-lactam combination agents",2.0
Serratia marcescens,Missing 3,"Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, Î²-lactam combination agents","Aminoglycosides, Fluoroquinolones, Lipopeptides",2.0
Serratia marcescens,Missing 3,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lipopeptides","Cephalosporins, Penicillins, Î²-lactam combination agents",1.0
Serratia marcescens,Missing 3,"Aminoglycosides, Carbapenems, Folate pathway antagonists, Penicillins, Î²-lactam combination agents","Cephalosporins, Fluoroquinolones, Lipopeptides",1.0
Serratia marcescens,Missing 3,"Carbapenems, Fluoroquinolones, Folate pathway antagonists, Penicillins, Î²-lactam combination agents","Aminoglycosides, Cephalosporins, Lipopeptides",1.0
Serratia marcescens,Missing 4,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones","Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",152.0
Serratia marcescens,Missing 4,"Carbapenems, Cephalosporins, Fluoroquinolones, Î²-lactam combination agents","Aminoglycosides, Folate pathway antagonists, Lipopeptides, Penicillins",134.0
Serratia marcescens,Missing 4,"Aminoglycosides, Carbapenems, Cephalosporins, Î²-lactam combination agents","Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins",55.0
Serratia marcescens,Missing 4,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Î²-lactam combination agents","Carbapenems, Folate pathway antagonists, Lipopeptides, Penicillins",42.0
Serratia marcescens,Missing 4,"Carbapenems, Fluoroquinolones, Folate pathway antagonists, Î²-lactam combination agents","Aminoglycosides, Cephalosporins, Lipopeptides, Penicillins",37.0
Serratia marcescens,Missing 4,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Î²-lactam combination agents","Carbapenems, Fluoroquinolones, Lipopeptides, Penicillins",36.0
Serratia marcescens,Missing 4,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Penicillins","Carbapenems, Fluoroquinolones, Lipopeptides, Î²-lactam combination agents",32.0
Serratia marcescens,Missing 4,"Carbapenems, Cephalosporins, Folate pathway antagonists, Î²-lactam combination agents","Aminoglycosides, Fluoroquinolones, Lipopeptides, Penicillins",31.0
Serratia marcescens,Missing 4,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists","Fluoroquinolones, Lipopeptides, Penicillins, Î²-lactam combination agents",18.0
Serratia marcescens,Missing 4,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists","Aminoglycosides, Lipopeptides, Penicillins, Î²-lactam combination agents",17.0
Serratia marcescens,Missing 4,"Carbapenems, Fluoroquinolones, Penicillins, Î²-lactam combination agents","Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lipopeptides",15.0
Serratia marcescens,Missing 4,"Aminoglycosides, Cephalosporins, Penicillins, Î²-lactam combination agents","Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lipopeptides",11.0
Serratia marcescens,Missing 4,"Aminoglycosides, Carbapenems, Penicillins, Î²-lactam combination agents","Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides",10.0
Serratia marcescens,Missing 4,"Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides","Aminoglycosides, Fluoroquinolones, Penicillins, Î²-lactam combination agents",10.0
Serratia marcescens,Missing 4,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Penicillins","Carbapenems, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents",7.0
Serratia marcescens,Missing 4,"Carbapenems, Fluoroquinolones, Lipopeptides, Î²-lactam combination agents","Aminoglycosides, Cephalosporins, Folate pathway antagonists, Penicillins",4.0
Serratia marcescens,Missing 4,"Cephalosporins, Fluoroquinolones, Lipopeptides, Î²-lactam combination agents","Aminoglycosides, Carbapenems, Folate pathway antagonists, Penicillins",4.0
Serratia marcescens,Missing 4,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists","Carbapenems, Lipopeptides, Penicillins, Î²-lactam combination agents",3.0
Serratia marcescens,Missing 4,"Cephalosporins, Fluoroquinolones, Penicillins, Î²-lactam combination agents","Aminoglycosides, Carbapenems, Folate pathway antagonists, Lipopeptides",3.0
Serratia marcescens,Missing 4,"Aminoglycosides, Carbapenems, Fluoroquinolones, Lipopeptides","Cephalosporins, Folate pathway antagonists, Penicillins, Î²-lactam combination agents",2.0
Serratia marcescens,Missing 4,"Aminoglycosides, Cephalosporins, Lipopeptides, Î²-lactam combination agents","Carbapenems, Fluoroquinolones, Folate pathway antagonists, Penicillins",2.0
Serratia marcescens,Missing 4,"Carbapenems, Cephalosporins, Penicillins, Î²-lactam combination agents","Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lipopeptides",2.0
Serratia marcescens,Missing 4,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins","Aminoglycosides, Carbapenems, Lipopeptides, Î²-lactam combination agents",2.0
Serratia marcescens,Missing 4,"Aminoglycosides, Carbapenems, Cephalosporins, Penicillins","Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents",1.0
Serratia marcescens,Missing 4,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists","Cephalosporins, Lipopeptides, Penicillins, Î²-lactam combination agents",1.0
Serratia marcescens,Missing 4,"Aminoglycosides, Carbapenems, Fluoroquinolones, Î²-lactam combination agents","Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins",1.0
Serratia marcescens,Missing 4,"Aminoglycosides, Carbapenems, Folate pathway antagonists, Lipopeptides","Cephalosporins, Fluoroquinolones, Penicillins, Î²-lactam combination agents",1.0
Serratia marcescens,Missing 4,"Aminoglycosides, Carbapenems, Folate pathway antagonists, Î²-lactam combination agents","Cephalosporins, Fluoroquinolones, Lipopeptides, Penicillins",1.0
Serratia marcescens,Missing 4,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Penicillins","Carbapenems, Cephalosporins, Lipopeptides, Î²-lactam combination agents",1.0
Serratia marcescens,Missing 4,"Aminoglycosides, Fluoroquinolones, Lipopeptides, Î²-lactam combination agents","Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins",1.0
Serratia marcescens,Missing 4,"Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides","Aminoglycosides, Folate pathway antagonists, Penicillins, Î²-lactam combination agents",1.0
Serratia marcescens,Missing 4,"Carbapenems, Cephalosporins, Lipopeptides, Î²-lactam combination agents","Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Penicillins",1.0
Serratia marcescens,Missing 4,"Cephalosporins, Folate pathway antagonists, Penicillins, Î²-lactam combination agents","Aminoglycosides, Carbapenems, Fluoroquinolones, Lipopeptides",1.0
Serratia marcescens,Missing 5,"Cephalosporins, Fluoroquinolones, Î²-lactam combination agents","Aminoglycosides, Carbapenems, Folate pathway antagonists, Lipopeptides, Penicillins",237.0
Serratia marcescens,Missing 5,"Carbapenems, Cephalosporins, Folate pathway antagonists","Aminoglycosides, Fluoroquinolones, Lipopeptides, Penicillins, Î²-lactam combination agents",103.0
Serratia marcescens,Missing 5,"Carbapenems, Fluoroquinolones, Î²-lactam combination agents","Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins",50.0
Serratia marcescens,Missing 5,"Carbapenems, Penicillins, Î²-lactam combination agents","Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides",43.0
Serratia marcescens,Missing 5,"Carbapenems, Cephalosporins, Î²-lactam combination agents","Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins",31.0
Serratia marcescens,Missing 5,"Carbapenems, Cephalosporins, Fluoroquinolones","Aminoglycosides, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",29.0
Serratia marcescens,Missing 5,"Carbapenems, Folate pathway antagonists, Î²-lactam combination agents","Aminoglycosides, Cephalosporins, Fluoroquinolones, Lipopeptides, Penicillins",17.0
Serratia marcescens,Missing 5,"Aminoglycosides, Penicillins, Î²-lactam combination agents","Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides",16.0
Serratia marcescens,Missing 5,"Aminoglycosides, Carbapenems, Cephalosporins","Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",10.0
Serratia marcescens,Missing 5,"Aminoglycosides, Cephalosporins, Folate pathway antagonists","Carbapenems, Fluoroquinolones, Lipopeptides, Penicillins, Î²-lactam combination agents",8.0
Serratia marcescens,Missing 5,"Aminoglycosides, Folate pathway antagonists, Penicillins","Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Î²-lactam combination agents",7.0
Serratia marcescens,Missing 5,"Cephalosporins, Folate pathway antagonists, Penicillins","Aminoglycosides, Carbapenems, Fluoroquinolones, Lipopeptides, Î²-lactam combination agents",7.0
Serratia marcescens,Missing 5,"Carbapenems, Cephalosporins, Penicillins","Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents",5.0
Serratia marcescens,Missing 5,"Carbapenems, Fluoroquinolones, Folate pathway antagonists","Aminoglycosides, Cephalosporins, Lipopeptides, Penicillins, Î²-lactam combination agents",5.0
Serratia marcescens,Missing 5,"Fluoroquinolones, Penicillins, Î²-lactam combination agents","Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides",4.0
Serratia marcescens,Missing 5,"Carbapenems, Fluoroquinolones, Penicillins","Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents",3.0
Serratia marcescens,Missing 5,"Cephalosporins, Penicillins, Î²-lactam combination agents","Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lipopeptides",3.0
Serratia marcescens,Missing 5,"Aminoglycosides, Cephalosporins, Î²-lactam combination agents","Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins",2.0
Serratia marcescens,Missing 5,"Aminoglycosides, Folate pathway antagonists, Î²-lactam combination agents","Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Penicillins",2.0
Serratia marcescens,Missing 5,"Fluoroquinolones, Folate pathway antagonists, Penicillins","Aminoglycosides, Carbapenems, Cephalosporins, Lipopeptides, Î²-lactam combination agents",2.0
Serratia marcescens,Missing 5,"Aminoglycosides, Carbapenems, Fluoroquinolones","Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",1.0
Serratia marcescens,Missing 5,"Aminoglycosides, Cephalosporins, Fluoroquinolones","Carbapenems, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",1.0
Serratia marcescens,Missing 5,"Aminoglycosides, Cephalosporins, Penicillins","Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents",1.0
Serratia marcescens,Missing 5,"Carbapenems, Lipopeptides, Î²-lactam combination agents","Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins",1.0
Serratia marcescens,Missing 5,"Cephalosporins, Folate pathway antagonists, Î²-lactam combination agents","Aminoglycosides, Carbapenems, Fluoroquinolones, Lipopeptides, Penicillins",1.0
