organism_full,year_val,month_val,count_R,count_S,total_count,percent_R
Staphylococcus aureus,2020,5,233,1193,1426,16.34
Staphylococcus aureus,2020,6,241,1261,1502,16.05
Staphylococcus aureus,2020,7,298,1207,1505,19.8
Staphylococcus aureus,2020,8,322,1381,1703,18.91
Staphylococcus aureus,2020,9,311,1251,1562,19.91
Staphylococcus aureus,2020,10,308,1356,1664,18.51
Staphylococcus aureus,2020,11,283,1281,1564,18.09
Staphylococcus aureus,2020,12,305,1183,1488,20.5
Staphylococcus aureus,2021,1,263,1245,1508,17.44
Staphylococcus aureus,2021,2,271,1201,1472,18.41
Staphylococcus aureus,2021,3,252,1232,1484,16.98
Staphylococcus aureus,2021,4,239,1065,1304,18.33
Staphylococcus aureus,2021,5,224,1119,1343,16.68
Staphylococcus aureus,2021,6,235,1325,1560,15.06
Staphylococcus aureus,2021,7,198,1110,1308,15.14
Staphylococcus aureus,2021,8,216,1164,1380,15.65
Staphylococcus aureus,2021,9,224,1106,1330,16.84
Staphylococcus aureus,2021,10,198,1091,1289,15.36
Staphylococcus aureus,2021,11,199,1175,1374,14.48
Staphylococcus aureus,2021,12,213,1203,1416,15.04
Staphylococcus aureus,2022,1,197,1094,1291,15.26
Staphylococcus aureus,2022,2,140,829,969,14.45
Staphylococcus aureus,2022,3,178,989,1167,15.25
Staphylococcus aureus,2022,4,223,909,1132,19.7
Staphylococcus aureus,2022,5,236,988,1224,19.28
Staphylococcus aureus,2022,6,243,1083,1326,18.33
Staphylococcus aureus,2022,7,122,806,928,13.15
Staphylococcus aureus,2022,8,127,948,1075,11.81
Staphylococcus aureus,2022,9,139,852,991,14.03
Staphylococcus aureus,2022,10,141,769,910,15.49
Staphylococcus aureus,2022,11,108,649,757,14.27
Staphylococcus aureus,2022,12,108,760,868,12.44
Staphylococcus aureus,2023,1,245,1306,1551,15.8
Staphylococcus aureus,2023,2,217,1081,1298,16.72
Staphylococcus aureus,2023,3,239,1193,1432,16.69
Staphylococcus aureus,2023,4,216,1076,1292,16.72
Staphylococcus aureus,2023,5,242,1252,1494,16.2
Staphylococcus aureus,2023,6,217,1215,1432,15.15
Staphylococcus aureus,2023,7,218,1250,1468,14.85
Staphylococcus aureus,2023,8,206,1210,1416,14.55
Staphylococcus aureus,2023,9,211,1065,1276,16.54
Staphylococcus aureus,2023,10,240,1118,1358,17.67
Staphylococcus aureus,2023,11,215,1165,1380,15.58
Staphylococcus aureus,2023,12,198,1042,1240,15.97
Staphylococcus aureus,2024,1,222,1235,1457,15.24
Staphylococcus aureus,2024,2,217,1074,1291,16.81
Staphylococcus aureus,2024,3,232,1183,1415,16.4
Staphylococcus aureus,2024,4,250,1260,1510,16.56
Staphylococcus aureus,2024,5,287,1403,1690,16.98
Staphylococcus aureus,2024,6,249,1222,1471,16.93
Staphylococcus aureus,2024,7,225,1157,1382,16.28
Staphylococcus aureus,2024,8,218,1175,1393,15.65
Staphylococcus aureus,2024,9,224,1145,1369,16.36
Staphylococcus aureus,2024,10,232,1157,1389,16.7
Staphylococcus aureus,2024,11,233,1145,1378,16.91
Staphylococcus aureus,2024,12,221,1083,1304,16.95
Streptococcus pneumoniae,2015,1,28,86,114,24.56
Streptococcus pneumoniae,2015,2,22,76,98,22.45
Streptococcus pneumoniae,2015,3,14,39,53,26.42
Streptococcus pneumoniae,2015,4,10,41,51,19.61
Streptococcus pneumoniae,2015,5,17,29,46,36.96
Streptococcus pneumoniae,2015,6,14,41,55,25.45
Streptococcus pneumoniae,2015,7,17,36,53,32.08
Streptococcus pneumoniae,2015,8,17,45,62,27.42
Streptococcus pneumoniae,2015,9,18,29,47,38.3
Streptococcus pneumoniae,2015,10,25,48,73,34.25
Streptococcus pneumoniae,2015,11,24,35,59,40.68
Streptococcus pneumoniae,2015,12,36,48,84,42.86
Streptococcus pneumoniae,2016,1,62,123,185,33.51
Streptococcus pneumoniae,2016,2,63,140,203,31.03
Streptococcus pneumoniae,2016,3,67,140,207,32.37
Streptococcus pneumoniae,2016,4,26,84,110,23.64
Streptococcus pneumoniae,2016,5,18,46,64,28.12
Streptococcus pneumoniae,2016,6,26,74,100,26.0
Streptococcus pneumoniae,2016,7,25,71,96,26.04
Streptococcus pneumoniae,2016,8,39,102,141,27.66
Streptococcus pneumoniae,2016,9,39,95,134,29.1
Streptococcus pneumoniae,2016,10,49,94,143,34.27
Streptococcus pneumoniae,2016,11,41,69,110,37.27
Streptococcus pneumoniae,2016,12,58,129,187,31.02
Streptococcus pneumoniae,2017,1,77,170,247,31.17
Streptococcus pneumoniae,2017,2,77,202,279,27.6
Streptococcus pneumoniae,2017,3,66,178,244,27.05
Streptococcus pneumoniae,2017,4,58,122,180,32.22
Streptococcus pneumoniae,2017,5,44,65,109,40.37
Streptococcus pneumoniae,2017,6,51,121,172,29.65
Streptococcus pneumoniae,2017,7,69,145,214,32.24
Streptococcus pneumoniae,2017,8,61,126,187,32.62
Streptococcus pneumoniae,2017,9,58,113,171,33.92
Streptococcus pneumoniae,2017,10,59,108,167,35.33
Streptococcus pneumoniae,2017,11,64,132,196,32.65
Streptococcus pneumoniae,2017,12,82,169,251,32.67
Streptococcus pneumoniae,2018,1,102,224,326,31.29
Streptococcus pneumoniae,2018,2,77,209,286,26.92
Streptococcus pneumoniae,2018,3,83,183,266,31.2
Streptococcus pneumoniae,2018,4,60,144,204,29.41
Streptococcus pneumoniae,2018,5,45,112,157,28.66
Streptococcus pneumoniae,2018,6,57,147,204,27.94
Streptococcus pneumoniae,2018,7,59,150,209,28.23
Streptococcus pneumoniae,2018,8,72,146,218,33.03
Streptococcus pneumoniae,2018,9,83,157,240,34.58
Streptococcus pneumoniae,2018,10,56,118,174,32.18
Streptococcus pneumoniae,2018,11,58,137,195,29.74
Streptococcus pneumoniae,2018,12,64,174,238,26.89
Streptococcus pneumoniae,2019,1,91,212,303,30.03
Streptococcus pneumoniae,2019,2,77,247,324,23.77
Streptococcus pneumoniae,2019,3,87,203,290,30.0
Streptococcus pneumoniae,2019,4,72,129,201,35.82
Streptococcus pneumoniae,2019,5,64,106,170,37.65
Streptococcus pneumoniae,2019,6,66,144,210,31.43
Streptococcus pneumoniae,2019,7,46,133,179,25.7
Streptococcus pneumoniae,2019,8,48,129,177,27.12
Streptococcus pneumoniae,2019,9,62,133,195,31.79
Streptococcus pneumoniae,2019,10,73,164,237,30.8
Streptococcus pneumoniae,2019,11,54,129,183,29.51
Streptococcus pneumoniae,2019,12,104,238,342,30.41
Streptococcus pneumoniae,2020,1,136,226,362,37.57
Streptococcus pneumoniae,2020,2,100,194,294,34.01
Streptococcus pneumoniae,2020,3,81,125,206,39.32
Streptococcus pneumoniae,2020,4,29,50,79,36.71
Streptococcus pneumoniae,2020,5,31,56,87,35.63
Streptococcus pneumoniae,2020,6,21,53,74,28.38
Streptococcus pneumoniae,2020,7,36,56,92,39.13
Streptococcus pneumoniae,2020,8,40,84,124,32.26
Streptococcus pneumoniae,2020,9,39,67,106,36.79
Streptococcus pneumoniae,2020,10,60,87,147,40.82
Streptococcus pneumoniae,2020,11,68,109,177,38.42
Streptococcus pneumoniae,2020,12,69,119,188,36.7
Streptococcus pneumoniae,2021,1,68,117,185,36.76
Streptococcus pneumoniae,2021,2,57,123,180,31.67
Streptococcus pneumoniae,2021,3,72,120,192,37.5
Streptococcus pneumoniae,2021,4,44,76,120,36.67
Streptococcus pneumoniae,2021,5,39,45,84,46.43
Streptococcus pneumoniae,2021,6,15,50,65,23.08
Streptococcus pneumoniae,2021,7,26,39,65,40.0
Streptococcus pneumoniae,2021,8,20,40,60,33.33
Streptococcus pneumoniae,2021,9,21,35,56,37.5
Streptococcus pneumoniae,2021,10,20,41,61,32.79
Streptococcus pneumoniae,2021,11,19,43,62,30.65
Streptococcus pneumoniae,2021,12,42,86,128,32.81
Streptococcus pneumoniae,2022,1,39,75,114,34.21
Streptococcus pneumoniae,2022,2,36,66,102,35.29
Streptococcus pneumoniae,2022,3,29,65,94,30.85
Streptococcus pneumoniae,2022,4,40,62,102,39.22
Streptococcus pneumoniae,2022,5,24,46,70,34.29
Streptococcus pneumoniae,2022,6,21,49,70,30.0
Streptococcus pneumoniae,2022,7,15,47,62,24.19
Streptococcus pneumoniae,2022,8,21,54,75,28.0
Streptococcus pneumoniae,2022,9,31,72,103,30.1
Streptococcus pneumoniae,2022,10,23,56,79,29.11
Streptococcus pneumoniae,2022,11,32,55,87,36.78
Streptococcus pneumoniae,2022,12,30,72,102,29.41
Streptococcus pneumoniae,2023,1,68,156,224,30.36
Streptococcus pneumoniae,2023,2,78,122,200,39.0
Streptococcus pneumoniae,2023,3,87,130,217,40.09
Streptococcus pneumoniae,2023,4,48,95,143,33.57
Streptococcus pneumoniae,2023,5,49,89,138,35.51
Streptococcus pneumoniae,2023,6,46,79,125,36.8
Streptococcus pneumoniae,2023,7,49,75,124,39.52
Streptococcus pneumoniae,2023,8,41,75,116,35.34
Streptococcus pneumoniae,2023,9,82,98,180,45.56
Streptococcus pneumoniae,2023,10,68,107,175,38.86
Streptococcus pneumoniae,2023,11,53,80,133,39.85
Streptococcus pneumoniae,2023,12,65,112,177,36.72
Streptococcus pneumoniae,2024,1,116,159,275,42.18
Streptococcus pneumoniae,2024,2,103,132,235,43.83
Streptococcus pneumoniae,2024,3,88,123,211,41.71
Streptococcus pneumoniae,2024,4,54,92,146,36.99
Streptococcus pneumoniae,2024,5,50,70,120,41.67
Streptococcus pneumoniae,2024,6,56,58,114,49.12
Streptococcus pneumoniae,2024,7,79,89,168,47.02
Streptococcus pneumoniae,2024,8,91,96,187,48.66
Streptococcus pneumoniae,2024,9,90,89,179,50.28
Streptococcus pneumoniae,2024,10,84,107,191,43.98
Streptococcus pneumoniae,2024,11,71,96,167,42.51
Streptococcus pneumoniae,2024,12,89,133,222,40.09
